entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
Synergie recrute pour Synergie,"1 
 CDI",Orvault - 44,Publiée le 15/03/2024,Actualisée le 15/03/2024,50 - 60 k€ brut annuel,Dès que possible,Minimum 5 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,"Synergie recrute pour Synergie

Synergie étoffe ses équipes et recherche un(e) :

Ingénieur Systèmes F/H
CDI - Orvault

Rattaché(e) au Responsable Systèmes et au sein d'une équipe de 13 personnes, vous concevez, gérez, administrez et maintenez efficacement notre système d'information et en assurez la stabilité, la performance et l'accessibilité en respectant les normes et contraintes de sécurité.

Poste ouvert aux travailleurs en situation de handicap

A ce titre, pleinement intégré(e) à l'équipe, vous aurez les missions suivantes :
Conception et Gestion des Systèmes :
- Définition de standards, préconisation de bonnes pratiques et prise de décisions.
- Optimisation des paramètres et modélisation des systèmes en tenant compte des spécificités requises.
Administration et Maintenance :
- Création et implantation des systèmes, dimensionnement des serveurs.
- Garantie de la disponibilité des données, amélioration des performances et fonctionnalités.
- Gestion des autorisations d'accès, supervision des mises à niveau, mise en place de dispositifs de sauvegarde.
- Suivi des incidents et des procédures de test.
Support Technique :
- Support technique de niveau 2 et 3 au sein de la DSI ainsi qu'aux utilisateurs
- Intervention rapide en cas d'incidents impactant les performances des systèmes.
Veille Technologique :
- Veille technologique pour maintenir l'adéquation des systèmes aux besoins de l'entreprise.
- Suivi des évolutions de version, tests et validation des technologies.
- Définition de normes d'utilisation et mise à jour de la documentation.
Contrôle des Systèmes :
- Contrôle des évolutions de version, tests, validation des systèmes.
- Définition de normes et standards, mise à jour de la documentation.
- Présentation de nouvelles technologies ou versions à l'entreprise.

Vous promulguez l'offre du Groupe et représentez l'image, les valeurs et les projets de Synergie en interne comme en externe.","Profil :

De formation BAC+4/5, vous justifiez d'une expérience de 5 ans minimum sur un poste similaire (stages et apprentissages compris).

Maitrise avancée du scripting Powershell et des solutions Microsoft (Office 365, Azure, Power Plateforme, ...)

Maitrise de l'anglais

Capacités d'analyse et de synthèse, rigueur, autonomie et organisation sont les qualités requises pour réussir à ce poste.

Engagé depuis plusieurs années en faveur de l'insertion, Synergie étudie, à compétences égales, toutes les candidatures garantissant ainsi l'égalité de traitement, la diversité et la non-discrimination.",['Anglais'],"['Autonomie', 'Capacité à prendre des décisions', ""Capacité d'analyse"", 'Capacité de synthèse', ""Esprit d'équipe"", 'Rigueur', ""Sens de l'organisation""]","['Accréditation', 'Dimensionnement', 'Documentation', 'Gestion de versions', 'Gestion des incidents - anomalies', 'Langage de script', 'Maintenance', 'Microsoft Office XP', 'Microsoft Windows Azure', 'PowerShell', 'Protocoles de tests', ""Système d'information"", ""Technologies innovantes et management de l'innovation"", 'Test de validation']","Synergie, mettons nos énergies en commun. Fort d'une présence dans 17 pays, avec 800 agences d'emploi et de 5 000 collaborateurs, le Groupe Synergie, 1er groupe français de services en Ressources Humaines, vous accompagne dans votre carrière professionnelle : recrutement CDD-CDI, intérim, formation et conseil RH. Depuis notre origine, nous nous différencions par nos valeurs, notre sens de l'engagement et notre capacité à apporter des solutions concrètes aux clients, candidats et intérimaires."
(Confidentielle),"1 
 CDI",Hauts-de-Seine - 92,Publiée le 08/03/2024,Actualisée le 08/03/2024,A négocier,Dès que possible,Tous niveaux d'expérience acceptés,Ingénieur réseaux,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"Dans un environnement de production, vous serez en charge du maintien en conditions opérationnelles des infrastructures réseaux LAN, MAN et WAN. Vos missions seront :
Assurer, fiabiliser, et optimiser le suivi opérationnel
Analyser et résoudre les incidents complexes
Proposer des solutions de contournement lors d'incident afin de garantir la continuité de service
Etre l’interlocuteur privilégié du client sur les aspects réseaux
Etudier et analyser les reporting : tableaux de bords, analyses
Mettre en place les indicateurs de performances
Auditer périodiquement les installations
Participer à des projets d’évolution d’infrastructure réseau 
Mettre en œuvre des évolutions techniques des équipements réseaux
Paramétrer et configurer l’infrastructure réseau","Diplômé d’une école d’ingénieurs ou BAC+5 universitaire, vous bénéficiez d’une expérience dans les réseaux Cisco.
Vous possédez une bonne connaissance théorique et pratique des protocoles de routage (OSPF, RIP, BGP), ainsi que des produits load balancing. Vous avez des connaissances sur des produits réseaux. 
Vous avez une capacité d’analyse et de synthèse vous permettant de vous approprier rapidement des problématiques techniques complexes.
Autonome, rigoureux, vous êtes à l’aise à l’écrit (rapports, dossiers techniques, synthèses).",['Aucune langue attendue'],"['Autonomie', ""Capacité d'analyse"", 'Capacité de synthèse', 'Force de proposition', 'Rigueur']","['Border Gateway Protocol', 'Open shortest path first', 'Protocole de routage', 'RIP', 'Audit', 'Certification Juniper Networks', 'Cisco IOS', 'Configuration des postes de travail', 'Gestion des incidents - anomalies', 'LAN', 'MCO', 'Mesure de la performance', 'Reporting', 'Sécurité réseaux', 'Tableaux de bord', 'WAN']","Leader mondial de l'Ingénierie et du Conseil en Technologies, ALTEN accompagne la stratégie de développement de ses clients dans les domaines de l innovation, de la R&D et des systèmes d information.

Créé il y a plus de 30 ans et présent dans 34 pays, le Groupe a réalisé un chiffre d'affaires de plus de 4,068 milliards d'euros en 2024 et compte actuellement près de 57 000 collaborateurs.

Le Pôle SIRT du Groupe ALTEN (Systèmes d'information, Réseaux, Télécom & Multimédia) intervient sur des projets de haut niveau pour des grands comptes, et réalise des projets de conception et d études, de gestion de projet et de conseil, pour les Directions des Systèmes d Information des grands acteurs du marché."
Expectra,"1 
 CDI",Biot - 06,Publiée le 05/03/2024,Actualisée le 05/03/2024,A négocier,Dès que possible,Minimum 3 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,ENSEIGNEMENT SUPÉRIEUR,,"Nous recherchons pour le compte de notre client spécialisé dans la recherche et la formation, un ingénieur système Linux et réseau, en CDI, basé à Sophia-Antipolis.

Missions principales : - Vous êtes en charge de l'administration d'une plateforme de recherche construite autour de clusters Kubernetes : gestion de l'utilisation des ressources, planification, mise en œuvre et suivi des évolutions (ajout de ressources matérielles, évolutions des operating systems, ...). La plateforme est composée d'environ 30 serveurs physiques et de machines virtuelles, installés pour la plupart en Redhat et Ubuntu Pro, dont certaines utilisent les technologies OpenShift en partenariat avec Redhat. - Vous vous chargez de la connexion des machines au réseau du projet. Ce réseau est un réseau dédié (équipements spécifiques) très haut débit interconnecté au réseau. Dans ce cadre, vous participez à l'isolation des flux via la mise en œuvre de VLans, à la mise en place de liaisons avec les intervenants du projet. Le réseau en place est multi constructeurs avec des OS spécifiques (Cumulus, Fibrolan, Cisco). Vous êtes en charge de la mise en œuvre de nouveaux équipements et de leur évolution. - Vous travaillez en étroite collaboration avec les équipes de recherche ainsi que le Service Informatique pour notamment les aspects liés à l'infrastructure, la sécurisation des flux. Vous êtes en contact avec les principaux partenaires industriels des projets.","Diplômé(e) d'une école d'ingénieurs en Informatique, vous avez une expérience d'au moins 5 ans dans un environnement similaire orienté infrastructures et recherche. Vous avez pour objectif de donner une dimension internationale à votre carrière, en évoluant dans un contexte multiculturel dédié à la recherche de pointe ? Alors, rejoignez-nous ! Un bon niveau d'anglais est requis.",['Anglais'],"[""Esprit d'équipe""]","['Cisco IOS', 'Gestion RH', 'Haut débit', 'Informatique', 'Kubernetes', 'Openshift', 'Planification', 'Red Hat Enterprise Linux', ""Système d'exploitation"", 'Thermique du bâtiment', 'Ubuntu']","Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise. Les consultants du Département Informatique & Télécoms vous proposent des opportunités de carrière."
orano Projets,"1 
 CDI",La Hague - 50,Publiée le 05/03/2024,Actualisée le 05/03/2024,A négocier,Dès que possible,Minimum 2 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES SOCIÉTÉS HOLDING,Partiel possible,"Au sein du métier "" Intégration de systèmes et contrôle commande "", vous prenez part à la mise en place d'un nouveau système d'informations au sein de l'usine de retraitement de La Hague.

Polyvalent, vous interviendrez à la fois sur des problématiques réseaux, infrastructure et poste de travail.","Issu(e) d'une formation supérieure dans le domaine informatique (université, école d'ingénieur), vous justifiez d'une première expérience dans le domaine de l'administration des réseaux et systèmes informatiques, ainsi que d'une bonne connaissance des architectures SI.
Compétences techniques :
Réseaux : HP Aruba, Fortinet, MOXA,
Infrastructure : AD, DNS, PKI...
Systèmes d'exploitation : Microsoft Windows Server, Linux Debian
Scripting : PowerShell",['Aucune langue attendue'],['Polyvalence'],"['Architecture SI', 'Administration système et réseau', 'Debian', 'Fortinet', 'Hardware', 'Informatique', 'Langage de script', 'Linux', 'Microsoft Windows Server', 'PKI', 'PowerShell', ""Système d'exploitation""]","Ingénierie, une expertise reconnue

À travers l'ingénierie de support à l'exploitant ou des missions complètes de type EPCM (Engineering, Procurement, Construction, Management), Orano met à profit son expertise de l'ingénierie du cycle du combustible pour le compte de ses propres installations et celles de ses clients au plus haut niveau d'exigence en matière de sécurité et de sûreté.

Avec plus de 60 ans d'expérience en conception et réalisation d'usines uniques au monde (la Hague, Melox, etc.) et en projets phares de rénovation de l'outil industriel du groupe, Orano est reconnu pour ses compétences en ingénierie, en France et à l'international, notamment au Royaume-Uni et au Japon."
MANPOWER EXPERTS ET CADRES,"1 
 CDI",Bordeaux - 33,Publiée le 06/03/2024,Actualisée le 06/03/2024,A négocier,Dès que possible,Minimum 2 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,CONSTRUCTION DE RÉSEAUX ÉLECTRIQUES ET DE TÉLÉCOMMUNICATIONS,,"En tant qu'ingénieur système et réseau, vous êtes en charge de définir la configuration des produits réseau en fonction de la demande client. 
De la mise en service, au paramétrage des serveurs, en passant par les études d'évolution, et le suivi des architectures réseau, vous êtes présent à tous les niveaux. 
Tel un super héro, vous êtes en charge des cas d'incidents de niveau 2 et 3, pour venir porter secours aux clients (déplacements à prévoir une fois par semaine) 
Enfin vous rédigez des livrables techniques et êtes en veille technologique pour maintenir les certifications nécessaires (LAN, WLAN, WAN, ...) ","Titulaire d'un diplôme de niveau Bac+ 5 en informatique/Télécommunication, vous êtes à la recherche d'une nouvelle aventure en tant qu'expert réseau & systèmes. 
Vous êtes à l'aise sur du déploiement réseaux et sécurité multi constructeurs et multi plateformes. 
Vous avez une expérience sur un poste similaire de 2 ans minimum (alternance comprise) et vous possédez idéalement une Certification Cisco Systems CCNP (Cisco Certified Network Professional) Routing & Switching ou équivalente chez HPE/ARUBA.  
Autonome avec l'esprit d'initiative et orienté client, vous savez mener les projets avec rigueur et stratégie. 

Mais avant tout, postulez parce que vous avez envie de travailler dans une équipe à taille humaine, active et motivée! ",['Aucune langue attendue'],"['Autonomie', ""Esprit d'équipe"", ""Esprit d'initiative"", 'Motivation', 'Rigueur']","['Architecture réseau', 'Cisco Career Certifications', 'Cisco IOS', 'Commissioning', 'Enquêtes', 'Gestion des réclamations', 'Informatique', 'LAN', 'Networks', 'Performance énergétique', 'Procédures de secours', 'Routeur', ""Technologies innovantes et management de l'innovation"", 'Télécommunication', 'WAN', 'WLAN']","Situé rive droite, notre client est leader des services multi-techniques visant la décarbonation. Il conçoit et déploie des solutions permettant d'accompagner ses clients dans leur transition énergétique, industrielle et numérique.  

Venez rejoindre une entreprise axée sur les problématiques environnementales et participez à une nouvelle aventure qui construit notre futur!"
NGE,"1 
 CDI",Le Havre - 76,Publiée le 07/03/2024,Actualisée le 07/03/2024,A négocier,Dès que possible,Minimum 2 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,TRAVAUX DE MAÇONNERIE GÉNÉRALE ET GROS ¿UVRE DE BÂTIMENT,,"NGE Connect recrute son futur Ingénieur Systèmes et Réseaux (F/H) au Havre (76).  
En tant qu'Ingénieur Systèmes et Réseaux F/H, vous serez responsable de mener à bien des projets techniques avec rigueur et expertise.
Vos responsabilités incluront la gestion des problématiques de production en collaboration avec les équipes de support et de développement.
A ce titre, vous aurez pour principales missions :
Assurer le fonctionnement optimal des serveurs, des liaisons et des équipements réseau.
Contribuer au paramétrage des solutions métiers et gérer les changements.
Configurer les solutions en conformité avec les normes et standards définis.
Élaborer des documents d'exploitation et assurer le suivi de la documentation du système.
Maintenir et faire évoluer l'infrastructure systèmes et réseaux dans un objectif de qualité, productivité et sécurité globale.
Assurer le suivi et la remédiation des incidents réseaux, applicatifs et de sécurité.
Gérer l'exploitation des environnements systèmes en production (Linux et Microsoft), des équipements réseaux et de sécurité.
Traiter les demandes complexes et les incidents d'infrastructure/services.
Effectuer une veille technologique des dernières innovations.
Concevoir et mettre en place des outils de cybersécurité.
Participer à la conception et au déploiement de l'architecture technique.
Dans le cadre de vos missions vous serez tenu de respecter les processus établis ainsi que les délais contractuels liés à nos contrats.","Diplômé d'une formation informatique de niveau BAC+5, avec une spécialité en réseaux et système ou d'une école d'ingénieur équivalente.
Vous avez un minimum de 3 ans d'expérience dans la production informatique
À l'écoute et disponible, vous aimez communiquer, partager, proposer. Vous avez à coeur de faire grandir votre équipe et d'être force de proposition.

La maitrise de ces compétences est souhaitée pour ce poste :
Langages de programmation :
Bash
Python
Systèmes d'exploitation :
Ubuntu/Windows
Expérience avec des outils de monitoring de système (Grafana, Prometheus, Telegraf, PRTG)
Réseaux :
Gestion/administration/configuration d'un firewall (Fortinet, Palo Alto)
Routage statique et dynamique (ex : BGP, OSPF)
Gestion des VLAN
Maîtrise des technologies de VPN (ex : OpenVPN, IPSEC, L2TP)
Middleware :
Administration de serveurs de bases de données (ex : PostgreSQL, MySQL)
Connaissances basiques en SQL
Administration de serveurs web/proxy (ex : Apache HTTP Server, Nginx, HAProxy, Traefik)
Administration de serveurs de noms (DNS)/Active Directory
Expérience avec la virtualisation et/ou la containerisation (ex : KVM, VMWare, Docker, Proxmox, Hyper-V)",['Aucune langue attendue'],"['Capacité d’écoute', 'Dynamisme', ""Esprit d'équipe"", 'Force de proposition', 'Rigueur']","['Apache HTTP Serveur', 'Architecture matérielle', 'Bash', 'Border Gateway Protocol', 'Docker', 'Documentation', 'Equipement de sécurité', 'Fortinet', 'Gestion de base de données', 'Gestion de la production', 'Gestion des incidents - anomalies', 'Hyper-V', 'Informatique', 'Infrastructure systèmes', 'IPsec', 'Kernel-based Virtual Machine', 'Langage de programmation', 'Layer 2 Tunneling Protocol', 'Linux', 'Microsoft Office XP', 'Microsoft Windows', 'Middleware', 'MySQL', 'Nginx', 'Open shortest path first', 'Palo Alto', 'Pare-feu de connexion Internet de Windows XP', 'Suivi de projets et de dossiers', ""Technologies innovantes et management de l'innovation"", 'Virtualisation']","Participer à la construction et à la rénovation d'infrastructures au service des territoires.
Rejoindre un Groupe en plein développement en France et à l'international (4 milliards d'euros de chiffre d'affaires).
Intégrer une entreprise composée de près de 23 000 femmes et hommes réunis autour de 3 valeurs fortes : l'unité, la transparence et l'ambition.
Accepter de vivre une expérience riche en rejoignant des équipes de passionnés."
VIVERIS,"2 
 CDI",Villeurbanne - 69,Publiée le 02/03/2024,Actualisée le 02/03/2024,A négocier,Dès que possible,Minimum 5 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"Intégré(e) dans notre équipe Systèmes et Réseaux, vous interviendrez dans le cadre de projets d'évolution et de maintenance des infrastructures systèmes et réseaux de nos clients.

Vos missions seront les suivantes :
* Participation à des projets d'architecture serveurs complexes et hautement disponibles et en produire les livrables ;
* Participation à l'élaboration de nouveaux projets d'infrastructure systèmes ;
* Administration des serveurs (configuration de postes de travail) ;
* Participation à la mise en place de l'infrastructure d'exploitation (stockage, réseaux, supervision, sauvegarde, ...) ;
* Participation aux tâches de déploiement de nouveaux sites et parcs informatiques","Diplômé(e) d'une formation Bac+5 (Master, Ecole d'Ingénieur) en informatique, vous avez quelques années d'expérience dans le domaine de l'administration systèmes et/ou réseaux, et souhaitez prendre des responsabilités en coordination de projets, tout en sollicitant vos compétences techniques.

Votre intérêt pour les architectures Cloud et la démarche DevOps seront un plus, et Viveris pourra vous soutenir dans l'acquisition et le renforcement de ces compétences (formations, certifications).

Des compétences en sécurité et durcissement des systèmes seraient un plus.

N'hésitez pas et rejoignez un employeur capable de vous faire confiance et de vous accompagner dans cette phase de transition !


Nos avantages :
- Rémunération attractive et évolutive ;
- Mutuelle familiale à garantie haute ;
- Tickets restaurant pris en charge à 60% ;
- 100% du titre de transport urbain remboursé ;
- 2 jours de télétravail par semaine ;
- Formation continue avec Linkedin Learning et nos communautés techniques",['Aucune langue attendue'],['Aucun savoir-être attendu'],"['Administration système et réseau', 'Architecture', 'Architecture SI', 'Configuration des postes de travail', 'Formation continue et professionnelle', 'Hardening', 'Informatique', 'Infrastructure systèmes', 'Maintenance', 'Management de projet', 'Réseaux sociaux', 'Synthèse des résultats']","Viveris et un groupe de conseil et d'ingénierie spécialisé dans la conduite et la réalisation de projets dans les domaines de l'informatique et de l'électronique.

S'engager avec Viveris, c'est l'assurance de relever des défis techniques et humains tout en travaillant sur des projets innovants dans un environnement collaboratif et solidaire."
NEXTGEN RH,"1 
 CDI",Bordeaux - 33,Publiée le 11/03/2024,Actualisée le 11/03/2024,36 - 46 k€ brut annuel,Dès que possible,Tous niveaux d'expérience acceptés,Ingénieur système,Cadre du secteur privé,Pas de déplacement,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,"Notre client, un prestataire majeur spécialisé en solutions informatiques, recherche, pour accompagner sa croissance, son : 

Ingénieur systèmes et réseaux itinérant (F/H)
CDI - BORDEAUX (33)

Description du poste :

Au sein de l'équipe projet ?infrastructures? constituée d'experts en systèmes, réseaux, et sécurité (techniciens et ingénieurs), vous intervenez sur des projets d'études, d'intégration de migration, d'optimisation et de refonte d'infrastructure systèmes et réseaux. 

Dans le cadre de vos missions, vous êtes amené(e) à :  
Superviser et exécuter les projets liés aux infrastructures systèmes et réseaux.
Assurer l'intégration, le paramétrage, et la mise en service du parc informatique.
Élaborer des procédures et produire des livrables techniques / organisationnels.
Participer à l'évaluation de nouvelles solutions et à la rédaction des réponses aux appels d'offres.
Poste itinérant avec des déplacements (50% du temps sur Bordeaux et région Nouvelle Aquitaine).","Vous possédez un excellent sens relationnel et rédactionnel (avec un esprit de synthèse) notamment dans vos échanges avec les clients et, en interne, les collaborateurs. Vous faites preuve d'une grande autonomie, adaptabilité, et avez le sens du service. Enfin vous souhaitez évoluer au sein d'un environnement collaboratif, incluant le partage de connaissance et d'expérience.  

Profil recherché : Diplômé(e) d'un BAC+2/3 en informatique, vous justifiez d'une première expérience réussie et réunissez les compétences techniques suivantes :
Eco-système Microsoft, Windows Server
Virtualisation (VMware, HyperV)
Stockage (Dell, HPE)
Sauvegarde : Veeam Backup
Microsoft Azure

Avantages du poste :
Télétravail : 3 jours / semaine
Statut cadre 36H30
Formation et certification selon les besoins et projets.
Prime de qualité et de participation sur les résultats de l'entreprise
RTT : 10 jours
Voiture de service ou de fonction selon les projets et secteurs. 

Informations complémentaires :

Poste situé sur Bordeaux Métropole, offrant un cadre de vie exceptionnel, avec son climat agréable, son riche patrimoine culturel, sa proximité avec l'océan. Bordeaux est labellisée ?Capitale French Tech?, regroupant un écosystème en pleine croissance, avec de nombreuses startups innovantes et des entreprises tech bien établies. 

Processus de recrutement :  

NEXTGEN RH, cabinet de chasse de tête multispécialiste, vous accompagne tout au long du processus de recrutement à travers une approche fondamentalement humaine : un seul interlocuteur tout au long du process.

1/ Échange téléphonique avec votre chargé de recrutement
2/ Entretien en visio avec votre chargé de recrutement
3/ Entretiens chez notre client

La diversité de notre client trouve aussi son expression dans sa politique de recrutement qui privilégie l'égalité des chances. A compétences égales, les candidatures des personnes en situation de handicap sont particulièrement valorisées.",['Aucune langue attendue'],"['Autonomie', ""Capacité d'adaptation"", 'Capacité de synthèse', 'Qualité rédactionnelle', 'Sens du relationnel', 'Sens du service']","['Commissioning', ""Conception d'appel d'offres"", 'Enquêtes', 'Hyper-V', 'Informatique', 'Infrastructure systèmes', 'Microsoft Office XP', 'Microsoft Visio', 'Microsoft Windows Azure', 'Microsoft Windows Server', 'Modes de sourcing', 'Partage de connaissances', 'Performance énergétique', 'Processus de recrutement', 'Qualité', ""Réponse aux appels d'offres"", 'Ressources humaines', 'Synthèse des résultats', 'Veeam', 'Virtualisation']","NEXTGEN RH est un cabinet de recrutement Top et Middle Management qui, depuis 2009, accompagne les entreprises, les collectivités et les candidats sur toute la France. Nos 35 experts sont organisés en pôles de spécialisation : Tertiaire / IT et Digital / Ingénierie et Industrie / BTP et Immobilier / Biotech et Pharma. Nous sommes également un acteur national majeur de l'inclusion avec une équipe dédiée au recrutement des BOETH. Notre ADN et clé de notre succès : le savoir-être avant tout !"
GLADYS SYNERGIES,"1 
 CDI",Villepinte - 93,Publiée le 21/02/2024,Actualisée le 21/02/2024,42 - 55 k€ brut annuel,Dès que possible,Minimum 5 ans,Administrateur système,Cadre du secteur privé,Pas de déplacement,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,Non autorisé,"Vous aurez pour principales missions :
Conception et réalisation d’architecture système et réseau
Maintien en condition opérationnelle de l'infrastructure système et réseau
Rédaction de documentations techniques
Mise en production en datacenter
Gestion de projets et relation client (référent technique privilégié)
Support :
Prise en charge des incidents (niveau 2/3) et pilotage du rétablissement
Communication client et rédaction de rapports d’incidents
Communication avec les fournisseurs et les partenaires (constructeurs, opérateurs, etc.)
Analyse et proposition d’améliorations sur les infrastructures clientes et internes existantes
Environnement technique :
Linux : Debian, Ubuntu, Centos
Microsoft : 2008, 2012, 2016, 2019 et 2022 server
Automatisation: Ansible, puppets...
Messagerie: Exchange, Postfix, Sendmail, Zimbra
Management / Monitoring: Datto RMM, Autotask, Zabbix, grafana
Virtualisation : KVM, VMWare, Hyper-V, Containers, Docker, Kubernetes
Réseau / Sécurité : NSX, Cisco, Fortigate, Crowdstrike, SOC, SIEM","Profil recherché :
De niveau Bac +3 à Bac +5, vous justifiez d’une expérience de 5 ans minimum sur un poste similaire.
Une certification Cisco, Firewall Asa ou Fortinet serait un plus
Des certifications de constructeurs et des compétences en scripting sont appréciées
Une bonne maîtrise de l’anglais est indispensable
Vous avez une compétence technique distincte qui pourrait grandement contribuer à notre équipe.
 ",['Anglais'],['Aucun savoir-être attendu'],"['Analyse des offres', 'Ansible', 'Architecture des systèmes', 'Architecture réseau', 'Automatisme', 'Cacti', 'CentOS', 'Centre de traitement de données', 'Cisco Career Certifications', 'Cisco IOS', 'Communication', 'Debian', 'Docker', 'Documentation technique', 'Fortinet', 'Gestion de la relation client', 'Hyper-V', 'Informatique', 'Infrastructure systèmes', 'Kernel-based Virtual Machine', 'Kubernetes', 'Langage de script', 'Linux', 'MCO', 'Microsoft Exchange Server', 'Microsoft Office XP', 'Mise en production', 'NSX', 'Pare-feu de connexion Internet de Windows XP', 'Virtualisation']","Notre client, société à taille humaine, basée à Villepinte (93420), propose une gamme complète de services, allant de la consultation et de l'analyse des besoins en technologie, à la mise en place et à l'intégration de solutions sur mesure, en passant par la maintenance et le support du parc informatique des clients."
Expectra,"1 
 CDI",Mouans-Sartoux - 06,Publiée le 01/03/2024,Actualisée le 01/03/2024,A négocier,Dès que possible,Minimum 2 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES SOCIÉTÉS HOLDING,,"Nous recherchons pour le compte de notre client spécialisé dans le domaine de la sécurité basé à Mouans Sartoux, un administrateur Systèmes et Réseaux (F/H)

Vous serez amené à intervenir sur les sujets suivants : - Implémentation de l'infrastructure de gestion de clés (PKI) sur Windows Server 2019 - Définition et mise en œuvre des services communs : Active directory sécurisé, DNS, NTP, Radius, - Mise en œuvre des méthodes et solutions de PRA/PCA, redondance et résilience des différentes - Connaissance d'architecture réseau : commutation et segmentation, routage ip, filtrage par ACL ou Parefeux notamment ... - Connaissance matériels réseau : CISCO et Allied Telesis - Connaissance en sécurité : réseau, services communs et durcissement des OS des serveurs, PCs, Les connaissances dans les domaines suivants sont appréciés : - Pare-feu Stormshield - Environnement de virtualisation Proxmo - OS windows et Linux : Debian / Ubuntu - Construire et Mener une campagne de test - Maîtriser les mises à jour Offline","ssu d'une formation en informatique Bac+3, vous avez acquis une expérience d'au moins 3 ans en tant qu'administrateur de système et réseau informatique. Vous avez de bonnes compétences en environnement Microsoft. Si ce poste vous intéresse, n'hésitez pas à postuler !",['Aucune langue attendue'],['Aucun savoir-être attendu'],"['Informatique', 'Microsoft Office XP', 'Active Directory', 'Architecture réseau', 'Campagne de test', 'Cisco IOS', 'Commissioning', 'Debian', 'Hardening', 'Linux', 'Microsoft Windows', 'Microsoft Windows Server', 'OS serveurs', 'Pare-feu de connexion Internet de Windows XP', 'Parefeux', 'PCA PRC', 'PKI', 'Remote Authentication Dial-In User Service', 'Routeur', 'Stormshield', 'Suite des protocoles Internet', 'Ubuntu', 'Virtualisation']","Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise. Les consultants du Département Informatique & Télécoms vous proposent des opportunités de carrière."
