entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
Bénédicte SEGUIN,"1 
 CDI",Montpellier - 34,Publiée le 01/02/2024,Actualisée le 01/02/2024,A négocier,Dès que possible,Minimum 2 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,"INGÉNIERIE, ÉTUDES TECHNIQUES",Ponctuel autorisé,"Nous recrutons pour le compte de notre client issu des Télécoms un(e) Data Analyst & Dataviz, avec pour missions de :
Acquérir la compréhension à la fois des données à disposition et des besoins métier pour en tirer des informations pertinentes et indicateurs ;
Concevoir, améliorer et déployer des tableaux de bord de pilotage de performance via Power Bi, Service Now ou Salesforce Analytics;
Synthétiser et communiquer les résultats des modélisations au Data Engineer ;
Effectuer ponctuellement des analyses et rapports « manuels » à partir de données extraites des différents SI ;
Participer aux tests et valider les données dans les nouveaux outils avant leur mise en production ;
Contribuer à l’amélioration des processus.
L’intégration des données dans la base et leur préparation ne font pas partie du périmètre de la mission.
Travail en équipe avec un expert métier fibre, 2 développeurs (Web et BI) et un technicien support.","Votre profil :
Vous avez un niveau Bac+4/5 en Université, école de Commerce ou d'Ingénieur avec une spécialisation Data.
Maîtrise d’un outil BI indispensable (Power BI, Tableau, Oracle Analytics Cloud,…)
Vous avez une capacité à communiquer des analyses notamment en utilisant des outils de visualisation de manière claire avec une orientation décision.
Votre agilité mais aussi votre rigueur intellectuelle, votre aisance communicationnelle (oral/écrit) et votre capacité à appréhender et synthétiser rapidement des informations de nature variées seront déterminants pour votre réussite dans cette mission qui nécessite une grande adaptabilité.
Vous avez une bonne maîtrise des outils bureautiques et informatiques (Excel, PowerPoint).
Vous êtes intéressé par le domaine des Télécoms et plus particulièrement de la fibre optique.  
Expérience dans le poste : Minimum 2 ans
Déplacements à prévoir",Anglais,,,
Terrena,"1 
 CDI",Mésanger - 44,Publiée le 16/01/2024,Actualisée le 16/01/2024,A négocier,Dès que possible,Tous niveaux d'expérience acceptés,Data analyst,Agent de maîtrise / Technicien,Pas de déplacement,COMMERCE DE GROS (COMMERCE INTERENTREPRISES) D'ANIMAUX VIVANTS,,"Au sein des Filières Ruminants de la Coopérative TERRENA, sous la responsabilité du Responsable Marketing Filières Ruminants, vous avez pour mission de contribuer au sein des différentes activités de la Filière Ruminant à une meilleure exploitation et interprétation de la donnée (DATA) pour atteindre les clients cibles et les objectifs commerciaux fixés par les directions commerciales des activités. 
Vous occupez un rôle important dans la gestion de « la donnée » (DATA) au service des activités en facilitant son appropriation par la réalisation de tableaux de bord, indicateurs et en apportant des solutions en fonction des différentes attentes.
Vos missions principales sont les suivantes :
Recueil, extraction et validation de données pertinentes et de qualité
Traitement, exploitation et intégration des données dans des bases de données
Création de tableau de bord, mise en place de KPIs et reporting des performances aux équipes commerciales
Production d'analyses métiers pour mesurer l'impact et de l'efficacité des moyens déployés
Rémunération sur 13 mois + un CSE dynamique et attractif, une mutuelle (prise en charge à 70% sur l'option de base par l'entreprise+ 3euro par le CSE) ainsi qu'un accès au restaurant d'entreprise de Terrena.
Nous avons hâte de vous accueillir !","Vous avez un Bac+3/5 Marketing / Big Data / Ecole ingénieur et une expérience d'un an minimum sur ce type de poste.
Au-delà de votre expertise, nous comptons sur votre motivation et votre personnalité.
- Vous avez impérativement une très bonne maîtrise des outils informatiques, plus particulièrement du Pack Office ainsi que des logiciels de traitement des données.
- Vous aimez les chiffres et les statistiques
- Vous disposez d'une forte capacité d'adaptation et de gestion des priorités.
- Votre sens de l'analyse et de la synthèse, votre rigueur, ainsi que votre sens du relationnel sont des atouts précieux qui, vous permettront de réussir dans ce nouveau challenge.",Aucune langue attendue,,,
MICHAEL PAGE INTERNATIONAL FRANCE,"1 
 CDI",Paris 01 - 75,Publiée le 05/02/2024,Actualisée le 05/02/2024,80 - 93 k€ brut annuel,Dès que possible,Aucune expérience exigée,Architecte Big Data,Cadre du secteur privé,Pas de déplacement,"INTERMÉDIAIRES DU COMMERCE EN TEXTILES, HABILLEMENT, FOURRURES, CHAUSSURES ET ARTICLES EN CUIR",,"Missions :
Concevoir, implémenter et configurer les plateformes Big Data et toute autre composante de stockage ou d'alimentation d'une architecture data, permettant de traiter des volumes importants de données dans les meilleures conditions,
Participer à la construction de nouveaux connecteurs et pipelines via l'extraction de données par batch sur l'une ou plusieurs de ces technologies (Azure Data Factory, Pyspark, ou Snowflake) et le stockage de données dans notre Data Lake et notre Data Warehouse, pour répondre aux besoins du métier (data science et data analyses notamment),
Mener des études d'opportunité et préconisation d'architecture cibles, et rédiger la documentation relative aux architectures développées,
Définir les choix techniques en cohérence avec le schéma directeur du SI Clarins,
Industrialiser, tester et déployer les solutions mises à disposition,
Garantir le maintien dans les conditions opérationnelles des outils data, dont les migrations et les montées de version,
Assurer la gestion/optimisation du stockage, des performances,
Sécuriser des traitements de données et le stockage,
Participer à la veille technologique.","Vous êtes issu d'une formation Bac +5 minimum de type école Ingénieur ou formation universitaire technique,
Vous possédez au moins 7 ans d'expérience,
Maîtrise des outils ou de frameworks de stack technique Big Data : Azure, ADLS, ADF, Snowflake, Databricks, Spark, Python, ELK, Java,
Expertise sur le stockage des données et les outils ETL (Datastage/OPCON),
Connaissance des systèmes techniques/applications sources (ERP, e-commerce, supply chain, logistique, SI RH…),
Maîtrise des best practices DevOps, CI/CD, unit-testing et méthodologies de travail agile,
Maîtrise des outils de développement collaboratif (GitHub, Gitlab),
Anglais obligatoire.",Aucune langue attendue,,,
Adsearch,"1 
 CDI",Mougins - 06,Publiée le 05/02/2024,Actualisée le 05/02/2024,50 - 60 k€ brut annuel,Dès que possible,Minimum 2 ans,Architecte Big Data,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,"En Bref : Mougins – CDI – Architecte Data (F/H) -  à partir de 55K 
Adsearch, cabinet de recrutement basé à Nice vous accompagne dans votre carrière pour vous trouver LE poste idéal. 
Je recrute pour un client, un Architecte Data (F/H) basé à Mougins au sein dune DSI à taille humaine au contexte international.
Vos missions :
Data Management / Gouvernance Data
Construction du Datawarehouse / EDS
Architecture data
Interface éditeurs / métiers
Environnement technique : Microsoft 365, PowerBI, Microsoft SQL Server Integration Services, SQL Serveur","Votre Profil :
De formation Bac+5 en informatique, une spécialisation en Data serait un plus
Anglais courant obligatoire 
Vous avez au moins minimum 5 ans en plus sur un poste similaire 
Bonne communication 
 
Ce qu’on vous propose : 
Package attractif 
Environnement innovant
Déplacements à prévoir
Télétravail possible 
 
Le processus de recrutement :
Etape 1 : Entretien de sélection avec Adsearch pour définir vos objectifs de carrière et votre correspondance avec le poste
Etape 2 : Entretien RH/technique avec le DSI
Et c’est tout ! Pas d’entretien inutile, nous allons directement au but. 
 
Alors, prêt à démarrer votre carrière avec nous ? Postulez et rencontrez nous !",Aucune langue attendue,,,
GERFLOR,"1 
 CDI",Tarare - 69,Publiée le 17/01/2024,Actualisée le 17/01/2024,A négocier,Dès que possible,Minimum 3 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,FABRICATION D'ÉLÉMENTS EN MATIÈRES PLASTIQUES POUR LA CONSTRUCTION,,"Au sein de la DIRECTION SUPPLY CHAIN, nous recherchons notre DATA ANALYST GROUPE (F/H).Il/Elle a pour mission d’étudier, collecter, enrichir et restituer des données afin de fournir des recommandations à l’ensemble de l’entreprise qui faciliteront la prise de décisions et apporteront de la valeur au Groupe Gerflor.Ses missions principales s'articulent autour de 4 axes :1/ Compréhension des enjeux business, des activités et marchés du groupe2/ Collecte et analyse des données pertinentes pour l’entreprise
Appréhender l’écosystème data du groupe Gerflor, ainsi que les processus métiers
Identifier les données à potentiel stratégique
Trouver, collecter, trier et organiser les données pertinentes
Traduire des données business en données statistiques
3/ Création de valeur
Définir et mettre en place des contrôles de qualité des données
Explorer et analyser les informations chiffrées générées par l'activité de l'entreprise,
Construire des algorithmes supports d’exploitation de données
Élaborer des modèles statistiques de prédiction fiables et pertinents
Simuler la variation de paramètres clés et leurs impacts sur les résultats
Anticiper les évolutions / simuler les trajectoires
Synthétiser et vulgariser les informations lorsque nécessaire
Définir des tendances
Réaliser des recommandations business afin d’améliorer la prise de décision
Développer des template/data reporting
Définir, développer et déployer des dashboards afin d’accompagner la prise de décision, mesurer la progression, les impacts des actions dans le but d’optimiser nos performances business
Apporter du support aux data users
Travailler continuellement sur l’amélioration des process en collaboration étroite avec les équipes opérationnelles et l’IT
Consolider les connaissances sur la cartographie des données, les flux de données et les points de référence
Innover en mettant en place des outils spécifiques
4/ Veille technologique
Identifier les outils d’analyse à utiliser pour collecter/construire et stocker les données
Plateformes de traitement, expérimentation
Valeur potentielle de l’intelligence artificielle/machine learning/prise en compte de data extérieures à l’entreprise, …","Titulaire d'une formation de type BAC+5 de type Master en Mathématiques/Statistiques ou équivalent, vous avez une expérience de 3 ans minimum acquise idéalement dans un environnement industriel.Vous maîtrisez les outils statistiques et les informations nécessaires à la mise en place d'une base de données, la conception de modèles de données, le SQL et les outils décisionnels (IBM Cognos et PowerBI idéalement), ainsi que les ERP et EXCEL (niveau avancé).De façon générale, vous faites preuve d'une bonne compréhension du business, des organisations et des problématiques de données en entreprise.Doté(e) d'une excellente capacité d'analyse et de synthèse, vous êtes orienté(e) résultat avec le sens du relationnel qui vous permet d'interagir aisément avec les différents acteurs internes. Vous faites preuve de rigueur, de méthode et d'organisation et êtes force de proposition.Votre périmètre est monde donc votre niveau d'anglais est courant afin d'échanger au sujet des données internationales.",Aucune langue attendue,,,
CRIT L'UNION,"1 
 Mission d'intérim 
 de 6 mois",Blagnac - 31,Publiée le 06/02/2024,Actualisée le 06/02/2024,30 - 45 k€ brut annuel,Dès que possible,Minimum 2 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,"Crit Aéro, partenaire des recrutements pour Airbus, Pionnier de l'aérospatiale durable pour un monde sûr et solidaire, vous propose un poste de Data analyst. Valérie, notre Commandante de Bord pour ce recrutement vous explique pourquoi rejoindre Airbus : ""Tout simplement, venez partager votre mindset & vos compétences en travaillant avec des équipes multiculturelles pour contribuer à un avenir plus sûr & plus sain dans les airs »
Nous nous engageons pour un long voyage, Crit Tertiaire recrute en mission de Travail Temporaire, pour ce poste Le salaire dépendra de votre profil en adéquation avec la grille de la convention de la métallurgie
Pour préparer ce voyage, après la réalisation d'une pré qualification téléphonique, vous serez convié(e) à un entretien avec notre équipe dans le but d'étudier votre parcours, échanger sur vos attentes....
On vous dit tout !! Faisons escale sur votre plan de vol et les attentes du poste :

- Diriger le rapport sur les dépenses commerciales d'Airbus
· Soutenir le développement de tableaux de bord de performance tels que le tableau de bord P, le tableau de bord SSCR, le cockpit EDP, etc.
· Contribuer à la mise en place de solutions analytiques et respecter les exigences en matière de gouvernance des données
· Coordination des réunions, de la gouvernance globale et de la gestion du changement pour les activités de rapport ad hoc
· Identifier et mettre en oeuvre de meilleurs processus de travail et d'affaires.
· Effectuer des analyses variées de l'approvisionnement et de l'activité.
· Fournir le soutien requis en matière de communication et de gestion du changement pour les initiatives dans le cadre d'activités de rapport ad hoc.
Vous avez une première expérience sur le secteur Aéronautique ou de l'Industrie L'embarquement approche.
Le saviez-vous : En 10 ans, le pourcentage de femmes occupant un poste dans l'Aéronautique est passé de 18% à 23% selon le Gifas...Embarquez avec nous et laissez-vous guider !






 ","Reprenons notre check-list pour en savoir plus sur ce poste et faisons une escale sur vos compétences de base nécessaires à votre réussite sur le poste.
Avant l'embarquement, vérifions que nous n'avons rien oublié, dans vos bagages : de l'envie, motivation, rigueur et de l'assiduité ! Votre passeport comprend:
- Une expertise dans la gestion des données provenant de bases de données
· Des compétences analytiques pour interroger les données, identifier les tendances et les mesures d'amélioration du rendement
· Vous êtes organisé.e avec un penchant naturel pour la planification, la stratégie et les tactiques
· Vous avez de solides compétences en gestion des parties prenantes, en communication et en orientation client
- Vous avez une aptitude à la logique et souci du détail.
-Forte capacité à gérer les parties prenantes à distance
-Capacité à créer un réseau efficace au sein des services d'approvisionnement et de TI et d'autres parties prenantes
· Vous aimez travailler avec les autres et avoir la volonté d'en apprendre davantage.
· Vous possédez des compétences exceptionnelles en communication, tant à l'écrit qu'à l'oral / Excellente capacité d'écoute active.
-Vous parlez français et anglais couramment. (La maîtrise de l'allemand serait appréciée)
- Vous possédez un diplôme en administration des affaires et/ou en médias d'information et/ou en technologie de l'information ou en ingénierie ou expérience antérieure démontrée dans un poste similaire.

Dans l'Aéronautique, on lit le plan de vol jusqu'au bout pour assurer la qualité du voyage de l'avion... Alors si vous avez bien tout lu, n'oubliez pas le nom de code : ""Embarquement immédiat pour Airbus""
Tous nos postes sont ouverts aux candidats en situation de handicap.

 ",Anglais,,,
Hays France,"1 
 CDI",Aix-en-Provence - 13,Publiée le 02/02/2024,Actualisée le 02/02/2024,45 - 60 k€ brut annuel,Dès que possible,Minimum 5 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,GESTION D'INSTALLATIONS INFORMATIQUES,,"Sous la responsabilité et la coordination du Responsable de domaine, l'Ingénieur data a pour mission de collecter, traiter, fiabiliser, stocker et analyser les données provenant de différentes sources internes et externes
Ses principales activités sont :
L'alimentation du Data Lake Azure et du Data Warehouse du groupe à partir de sources de données variées (fichiers, bases de données, API, etc.).
L'exploitation quotidienne des flux d'alimentation (sous Talend / Azure Data Factory) en assurant la qualité, la fiabilité des données en portant un soin particulier à la performance des traitements d'alimentation.
La participation aux projets de développement de nouvelles sources de données, en respectant les normes et les bonnes pratiques du groupe. Pour cela, il doit participer à la conception et la modélisation des modèles de bases de données sous SQL Server Manage Instance.
Maintenir et faire évoluer les Data Marts existants ainsi que les univers et états existants sous Business Objects (dans l'attente qu'ils soient progressivement basculés par une autre équipe sous Power BI).
Rédiger la documentation indispensable pour le maintien optimal en conditions opérationnelles (spécifications détaillées, mapping de données, descriptif univers, notes de versions, procédures d'exploitations, …).
Collaborer avec l'équipe Data Viz et les métiers pour répondre aux besoins en données du groupe.","Issu d'une formation supérieure en Informatique ou en Statistiques, vous avez acquis une expérience professionnelle d'au moins 5 ans dans le domaine de la gestion des données. Vous devez maîtriser les compétences suivantes :
Environnement Microsoft Azure et ses services liés aux données (Azure Data Factory, Azure Data Lake Storage, etc.).
Intégration de données avec l'ETL Talend et requêtes SQL / programmation en transact SQL.


Vos qualités d'analyse et de modélisation ainsi que votre aptitude à travailler en parallèle sur différents projets, mais aussi votre curiosité sur les aspects fonctionnels des périmètres sont des atouts dans la réussite des missions confiées. Vous êtes autonome, rigoureux, méthodique et savez montrer votre engagement dans la gestion des projets.

Les connaissances sur les outils suivants seraient un plus :
Modélisation d'univers Business Objects et développement WEBI dans la version SAP BO XI 4X.
Utilisation de Microsoft Power Apps pour faire des applications de saisies de données destinées aux métiers.",Aucune langue attendue,,,
PartenorGroup,"1 
 CDI",Paris 08 - 75,Publiée le 02/02/2024,Actualisée le 02/02/2024,65 - 80 k€ brut annuel,Dès que possible,Minimum 8 ans,Architecte Big Data,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Partiel possible,"Nous renforçons nos équipes d'architecte chez l'un de nos clients grands comptes  et nous recherchons un(e) Architecte DATA H/F.
Projet : Une première phase de travaux a permis d accompagner la structuration du nouveau Domaine, d identifier ses enjeux et priorités vis-à-vis des métiers et de la DSI, de formaliser la feuille de route Data du groupe sur l'année 2024-2025 avec les différents outils (data catalog, intégration de données, stockages) et chantiers (feuille de route équipe data ) à mener.
Transformation SI

L objet de cette prestation est l accompagnement pour le déploiement opérationnel de cette feuille de route. Chaque lot de la prestation débutera par la liste des thèmes à prioriser sur la période. Parmi les thèmes de la feuille de route globale
- Déploiement de la gouvernance opérationnelle et stratégique globale
- Roadmap BI & Référentiels,
- Opendata ;
- Closed data
- Données externes,
- Veille règlementaire Data,
- Catalogage des données,
- Acculturation à la donnée.
- IA
Missions :
Etude des solutions cibles et des transitions répondant à des préoccupations de son domaine.
Conception de la modélisation de données et des processus.
Coacher les équipes des domaines aux normes et bonnes pratiques d urbanisation auprès de la MOA et MOE.
Assister les équipes des domaines de la définition de leur besoin aux phases de développement.
Gestion de la cartographie du SI et garantir son intégralité en regard du schéma directeur
Appui aux équipes gouvernance de données
Le salaire est négociable en fonction de votre expérience.","De formation bac +5 en informatique (ingénieur ou universitaire), vous justifiez d une expérience réussie en tant qu'architecte DATA ou Data gouvernance.
Doté d une bonne culture informatique, vous êtes familiarisé avec les bonnes pratiques en gouvernance IT, urbanisation du SI .
Vous avez de bonne capacité à animer des ateliers technico fonctionnels.
Vous avez une bonne connaissance des normes d'architectures.
Vous avez une bonne aisance dans la communication écrite et orale.",Aucune langue attendue,,,
S&amp;YOU MARSEILLE,"1 
 CDI",Vitrolles - 13,Publiée le 26/01/2024,Actualisée le 26/01/2024,A partir de 60 k€ brut annuel,Dès que possible,Minimum 5 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,"S&you Marseille recrute pour un grand groupe international un Responsable Pôle Data. Intégré au sein de l'équipe Transformation du Système d'Information, en tant que Responsable du pôle Data vos responsabilités seront les suivantes :

· Gestion des référentiels (MDM)

· Business Intelligence (datawarehouse, datamart, reporting)

· Echanges inter applicatifs (notamment SI legacy ó nouvel ERP en cours d'implémentation)

· Data Warehouse : référence pour l'ensemble des processus de reporting / décisionnels

· Data lake : support au service Innovation

A la demande, avec son équipe :

· Il contribue à des activités liées à la mise en place du nouvel ERP du groupe (interfaces, reprise de données)

· Il prend en charge la réalisation de tableaux de bord / applications

Il est également en charge, en lien avec le directeur Transformation, de la conception, de la mise en place et de l'animation du processus de gouvernance des données dans le groupe :

· Création et animation de la communauté data gouvernance (data owners, data stewards, DPO, DSI etc.)

· Mise en place et gestion d'un data catalog

Responsabilités détaillées :

· Définir et mettre en place l'architecture de la plateforme et ses différents composants

· Animer et piloter l'activité de l'équipe data (internes / sous-traitant)

· Concevoir, développer et superviser la collecte, la modélisation, le stockage et la gestion des données dans la plateforme, en s'appuyant sur les solutions existantes et les équipes DSI.

· Définir et mettre en oeuvre des normes de qualité, sécurité et conformité (RGPD) pour garantir l'intégrité et la disponibilité des données selon les attentes et les contextes d'usage

· Rôle de DPO à terme

· Agir comme conseil dans chaque besoin ou évolution du SI relatif aux données du référentiels (clients, produits, fournisseurs etc.)

· Collaborer avec l'ensemble des fonctions pour comprendre leurs besoins en matière d'exploitation des données et apporter une réponse afin de contribuer à la réalisation des objectifs de l'entreprise","De formation supérieure Bac +5 de type école d'Ingénieurs, vous justifiez d'au moins 5 ans d'expérience dans la mise en oeuvre et l'exploitation de plateforme data, avec des responsabilités croissantes en gestion d'équipe.

Votre expérience tant côté client final que côté prestataire, vous permettra de pilotez des projets de grande envergure.",Anglais,,,
CNAV,"1 
 CDI",Paris 11 - 75,Publiée le 12/01/2024,Actualisée le 12/01/2024,36 - 45 k€ brut annuel,Dès que possible,Minimum 2 ans,Data analyst,Cadre du secteur privé,Régionale,ACTIVITÉS GÉNÉRALES DE SÉCURITÉ SOCIALE,,"Vous souhaitez rejoindre un département métier, en comprendre les besoins et les traduire en solution à travers des outils de requêtes ( BO, SQL…) et des outils collaboratifs type SharePoint  ou Excel  … Le domaine de la fraude suscite votre intérêt ? Vous aimeriez travailler au sein d’un collectif débordant d’idée et d’agilité au profil varié et travaillez en lien étroit avec l’informatique notamment la DGD (la direction gestion de la donnée) ? Rejoignez la DPRF (département de pilotage du réseau Fraude) au sein de la DNR (direction nationale retraite).

Nous recherchons pour ce département un.e Data Engineer dans le cadre d’un remplacement.

De la détection à l’investigation en passant par la cartographie des risques de fraude et l’estimation de la fraude, le DPRF maîtrise et pilote la chaîne de la gestion de la fraude et porte de nombreux projets métiers et SI en lien avec la fraude.  

L’objectif premier de ce poste est d’assurer une activité majeure pour le réseau et le département, à savoir améliorer l’efficience du réseau par la mise à disposition de dossiers pertinents à contrôler. Votre mission est de détecter les dossiers à fort risque de fraude. Pour cela, vous devrez :

•    Assurer la gestion des campagnes de contrôle automatisé, les suivre pour en mesurer leur efficacité et les améliorer
•    Organiser la capitalisation de la connaissance des sujets traités et documenter son activité pour en assurer la continuité
•    Formaliser des bilans quantitatifs et qualitatifs destinés à des publics variés
•    Requêter sur les bases de données de la Branche pour prévenir et gérer la fraude à destination du réseau et du collectif
-    Concevoir, lancer, suivre l’exploitation et l’efficacité
-    Organiser la capitalisation de l’ensemble des requêtes utilisées pour le réseau et le collectif : la documenter, les mettre à disposition, les suivre, les expliciter
•    Prendre en charge la construction, le développement, l’administration, le suivi de l’alimentation de la base SharePoint pour améliorer l’efficience du réseau et du collectif
•    Venir en appui du collectif : requête/ciblage, extraction de données et mise en forme des données quantitatives, création de nouveaux processus métiers ou d’outils de lutte contre la fraude.

La particularité du département est de concevoir des projets nationaux innovants et de les mener en routine par la suite. Le contenu du poste peut donc évoluer en conséquence.
La diversité des projets demandera au chargé(e) de projet métier lutte contre la fraude une aisance avec la notion de transversalité du poste.  ","vous disposez :    
-    D’une expérience significative en gestion de projet dans le cadre de projets métiers ou informatiques
-    Une maitrise des outils de requêtage : Business Object, SQL,
-    Une maitrise des outils collaboratifs et bureautiques dans le cadre de projets de développement : Excel (VBA), SharePoint
-    Une forte appétence pour la donnée, l’analyse des données de masse et les outils associés
-    D'un esprit d'analyse critique pour identifier et comprendre les problématiques métier fonctionnelles et techniques associées aux projets dont vous êtes chargés,
-    Une capacité d’adaptation à travailler sur plusieurs dossiers en même temps
Votre futur environnement de travail ? Vous évoluerez au sein d’un environnement de travail collaboratif et engageant tourné vers l’innovation des pratiques Intégrer la Cnav, c’est aussi pouvoir bénéficier :
D’une organisation de travail flexible : horaires variables, formule télétravail et congés supplémentaires (jusqu’à 20 jours de RTT/an)
D’un dispositif d’intéressement adossé à une performance collective en constante évolution
  D’un CSE actif proposant avec des œuvres sociales attractives

Pourquoi nous rejoindre ? Projetez-vous en consultant notre Webinaire en libre accès à tout moment => https://www.beekast.live/64074db280c56925bbfb931c

En tant qu'employeur socialement responsable, la Cnav s'engage dans une politique active en matière d'intégration et de maintien dans l'emploi des personnes en situation de handicap. A la Cnav, seules les compétences et les motivations comptent. La suite des événements : Un regard croisé de votre candidature (RH/Manager) puis un contact pour échanger sur vos compétences et nos attentes. Un entretien et des tests seront au menu. N’attendez plus, postulez : Appel à l’action : postulez !",Anglais,,,
Adsearch,"1 
 CDI",Martigues - 13,Publiée le 25/01/2024,Actualisée le 25/01/2024,60 - 70 k€ brut annuel,Dès que possible,Minimum 2 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,"EN BREF : Data Manager (F/H) – CDI – Vitrolles – Ingénierie – Salaire 60k/70k selon profil
Notre client, acteur majeur de l’ingénierie, recherche un Data Manager (F/H) pour son site de Vitrolles.
VOS MISSIONS :-
 Gestion des référentiels (MDM)
- Business Intelligence (datawarehouse, datamart, reporting)
- Echanges inter applicatifs (notamment SI legacy ó nouvel ERP en cours d’implémentation)
- Data Warehouse : référence pour l’ensemble des processus de reporting / décisionnels
- Data lake : support au service Innovation
Les responsabilités du poste :
- Mise en place de l’architecture de la plateforme
- Piloter l’activité de l’équipe data
- Définir et mettre en œuvre les normes de qualité, sécurité et conformité (RGPD)
- Collaborer avec l’ensemble des fonctions pour comprendre leurs besoins et répondre à ces derniers
- Rôle DPO à terme","VOTRE PROFIL :
Vous bénéficiez d’une expérience dans la mise en œuvre de plateforme Data, vous maitrisez les outils et les langages de programmation dédiés à l’analyse de données.
Vous avez également la capacité à communiquer de manière claire et précise avec les équipes techniques et Power BI n’a aucun secret pour vous.
Vous avez une formation ou diplôme universitaire en informatique, science des données ou domaine similaire.
LES AVANTAGES CHEZ NOTRE CLIENT :-
 Salaire de 60k à 70k selon profil
- Accord intéressement / participation
- Avantages CSE
- Accord QVT
- Télétravail
Tickets restaurants
Application de covoiturage
LE PROCESS DE RECRUTEMENT :
Premier entretien : avec Antony, consultant en recrutement IT.
Second entretien : avec le N+1 du poste chez notre client.
Troisième entretien : avec le DRH de notre client.
Vous vous reconnaissez dans cette offre de Data Manager (F/H) ? Candidatez et rencontrez Antony !",Anglais,,,
JCDecaux,"1 
 CDI",Neuilly-sur-Seine - 92,Publiée le 11/01/2024,Actualisée le 11/01/2024,A négocier,Dès que possible,Tous niveaux d'expérience acceptés,Data analyst,Cadre du secteur privé,Nationale,RÉGIE PUBLICITAIRE DE MÉDIAS,,"Pionnier et leader du média Communication Extérieure en France, JCDecaux a construit un modèle économique unique vertueux et responsable de développement de services publics financés par la publicité. Véritable acteur industriel au travers de la conception et la fabrication de mobiliers urbains (Abribus, Mobilier urbain d’information, toilettes publics), l’entreprise opère également le marketing et la commercialisation des solutions de communication qui financent le modèle. Avec un parc d’actifs de plus de 135 000 faces publicitaires commercialisables dans l’univers urbain dans toute la France, les équipes de la Direction Générale Marketing Commerce et Développement (DGMCD) ont pour objectif de maximiser les revenus publicitaires. Des réseaux pré-construits aux dispositifs sur-mesure sur les médias OOH et DOOH, le portefeuille d’offres est très large, constamment enrichi et renouvelé chaque année. Dans ce contexte, l’équipe Marketing de la régie du Groupe JCDecaux recherche un Data Marketing Analyst pour accompagner les équipes dans la construction des stratégie marché et produit les plus pertinentes, et renforcer la compréhension des enjeux business.
Intégré(e) au sein de l’équipe Marketing Stratégique, Produit, & Plateformes, en charge de concevoir les stratégies d’actifs, d’offres publicitaires & de plateformes dans les univers urbain et Retail, vous êtes rattaché(e) à la Responsable Offre et Produit. Votre mission consiste à accompagner les équipes dans la construction des stratégies de développement, des argumentaires marché et des produits les plus pertinents et performants au travers de modélisation et d’analyse de données propriétaires et tierces. Il s’agit d’un poste très central qui interagit avec de nombreux métiers des équipes de la DGCMD pour délivrer les indicateurs et analyses nécessaire à la prise de décision. A la frontière entre le Data Analyst et le Chef de produit Marketing, le poste de Data Marketing Analyst porte une forte composante d’analyse de données dans des applications métiers très concrètes et portées par une réflexion Marketing globale. Vos principales missions seront les suivantes :
Accompagner la réflexion autour du positionnement pricing de nos offres (notamment sur les offres DOOH) en lien avec les équipes et offre et la Direction de la création de valeur
Produire des analyses complètes sur le cycle de vie produit, les performances et les ventes nationales et locales au travers de la modélisation d’indicateurs d’analyse ; et émettre des recommandations sur les optimisations produit à apporter.
Accompagner l’implémentation & l’analyse d’impacts de la nouvelle mesure d’audience de la communication extérieure Outdoor (Mobimétrie) sur l’ensemble de nos lignes de produit.
Construire et actualiser des dashboards de comparaison de performances de nos sol","De formation supérieure Bac+4/5 avec une expérience significative (2 ans minimum) dans une mission d’analyse de données.
Les Compétences recherchées : Hardskills
Parfaite maîtrise du pack Office et plus particulièrement des fonctionnalités Excel
Connaissance avancées des outils de Dataviz type Tableau et/ou Power BI
Une bonne compréhension du marché publicitaire est un plus
Softskills
Organisé et structuré
Forte capacité de travail en équipe
Curieux
Autonome",Allemand,,,
