entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
APSIDE,"1 
 CDI",Valbonne - 06,Publiée le 24/01/2024,Actualisée le 24/01/2024,38 - 50 k€ brut annuel,Dès que possible,Minimum 2 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,"INGÉNIERIE, ÉTUDES TECHNIQUES",,"Description de l'offre d'emploi
 Découvrez la Vie Apsidienne   et vous aussi, devenez Apsidien //
On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l’ESN qu’il vous faut, mais on préfère que vous le découvriez vous-mêmes
  Découvrez votre future mission //
 Contexte
Collaborateur(rice) Apsidien(ne) de l’agence de Sophia-Antipolis, vous accompagnez l’un de nos clients en tant que Data Engineer (F/H).
 Mission
Intégré(e) au sein d'une équipe Agile, vous êtes responsable de la collecte, du stockage, du traitement et de la distribution des données chez le client.
Collecter et stocker les données provenant de différentes sources
Préparer les données pour les analyses
Développer et maintenir les pipelines de données
Construire et maintenir les bases de données
Partager les données avec les utilisateurs finaux
 Localisation
Technopôle de Sophia-Antipolis
Télétravail hybride
 Le package salarial que nous vous proposons //
Contrat : CDI
Rémunération : selon profil
(D’abord on échange, on comprend vos compétences/aspirations professionnelles et ensuite on s’entend sur le salaire.  )
Avantages groupe : carte ticket restaurant Swile, prime de mobilité, RTT, accord télétravail, Mutuelle, prime de cooptation…
Formation : certifications techniques, cours particuliers d’anglais en interne, accès à un catalogue de formations grâce à notre plateforme en e-learning (Academy by Apside) ou via nos organismes partenaires","Ô vous futur Apsidien, qui êtes-vous ? //
Issu(e) d’une Grande Ecole avec un parcours spécialisé Data, ou Master Data avec minimum 3 ans d'expérience
Une expérience réussie est fortement appréciée
Compétences techniques :
Kafka, Spark, Spark Streaming …
Hadoop
SQL, PostgreSQL, MongoDB, APIs
Connaissances Scala appréciées
Anglais courant obligatoire
Travail en contexte agile, scrum
  Apside a suscité votre curiosité ? //
Dans un environnement marqué par une accélération des évolutions technologiques, de transformations des usages et de disruptions majeures, Apside est un partenaire de confiance qui accompagne ses clients à créer de la valeur et à adresser leurs enjeux stratégiques en leur mettant à disposition des expertises technologiques (Data / IA, Cloud, Cyber) et une expérience sectorielle (Industrie, Banque, Assurance, Service, Secteur Public). Pour un accompagnement global, le groupe propose des offres transverses autour du Handicap (Apsid’EA), du Digital Learning, et du Conseil.
 🤔 Et votre place dans tout ça ? //
Notre volonté est de vous accompagner dans la construction et l’épanouissement de votre carrière en nous appuyant notamment sur 3 piliers :
Une rémunération à hauteur de vos investissements et de vos compétences
Une trajectoire professionnelle stimulante sur mesure
Un engagement autour des valeurs Apsidiennes : la qualité de vie et des conditions de travail au cœur de nos enjeux
Engagée pour un monde plus inclusif et plus responsable, Apside réinvente l’ESN et propose l’Engagement Sociétal et Numérique. Découvrez notre démarche RSE ainsi que notre vision de l’Entreprise Engagée. Convaincu ? A vous de jouer, envoyez-nous votre CV !
Rejoignez l’aventure Apsidienne et découvrez notre vision d’une ESN singulière et résiliente",Anglais,,,
OTTEO,"1 
 CDI",Lille - 59,Publiée le 21/12/2023,Actualisée le 22/01/2024,42 - 53 k€ brut annuel,Dès que possible,Minimum 5 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,"INGÉNIERIE, ÉTUDES TECHNIQUES",Partiel possible,"ET SI VOUS DEVENIEZ CONSULTANT CHEZ NOUS ?
Mais d'abord, c'est quoi un consultant ? Evidemment, c'est un collaborateur qui accompagnera nos clients dans la réalisation de leurs projets innovants. Mais être consultant chez OTTEO, c'est aussi être un ambassadeur, qui participera à l'évolution et à la croissance de la société !
 Votre 1er projet :
Vous accompagnerez notre client compte incontournable de la région dans le retail à Lille.
Votre intégrerez la DSI du groupe dans le service Data, et vous serez en charge d un périmètre fonctionnel qui vous sera propre.
 Vos missions :
Participer aux rituels agiles de l'équipe,
Analyser les besoins des utilisateurs et proposer des solutions innovantes et en phase avec les drivers de l'entreprises,
Développer les solutions data (Alimentation, stockage, modélisation, restitution),
Valider la qualité des développements de son équipe,
Améliorer et optimiser le patrimoine actuel de son équipe,
Maintenir les solutions existantes (Run),
Contribuer à la construction du nouveau socle et des services sur la plateforme Google Cloud,
Accompagner et acculturer les métiers sur les bonnes pratiques de l'exploitation de la Data.
 Vous vous y voyez déjà, pas vrai ? Ça tombe bien, ce n est pas fini !
 La cerise sur le gâteau :
Des chèques vacances et chèques cadeaux : notre CSE pense à vos petites folies et à vos week-ends prolongés !
Une carte tickets restaurant (10 euros /jour dont 60% pris en charge par OTTEO) pour vos pauses déj  !
La participation aux bénéfices à débloquer immédiatement ou à faire fructifier sur votre PEE
Une prime liée à votre projet et des primes d ambassadeurs (cooptation, apport d'affaires) pour participer au développement de la société
Une mutuelle prise en charge à 100% pour veiller à votre santé
Une prévoyance améliorée pour les coups durs
La prise en charge à 100% de votre titre de transport. Prenons soin de la planète ! #ISO14001
Des évènements festifs pour passer de bons moments entre collègues","Vous êtes arrivé jusqu ici ? C'est que l'offre doit vous plaire ! Alors si vous vous sentez l'âme d un ambassadeur OTTEO, rien de plus simple ! Il vous suffit :
D'avoir au moins 4 années d'expériences. 
D'avoir de bonnes connaissances et des compétences en :
Expertise SQL/BigQuery,
ETL/ELT
CI/CD, github, Terraform
Modélisation, UML / LookML, Business Object
Power BI, Data Studio, Looker viz
 Le petit plus de votre candidature ? Vous êtes rigoureux, autonome et force de proposition.",Anglais,,,
UNLCK,"1 
 CDI",Lyon 01 - 69,Publiée le 06/12/2023,Actualisée le 17/01/2024,36 - 45 k€ brut annuel,Dès que possible,Minimum 1 an,Data engineer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,Partiel possible,"Rejoignez une équipe 100% focalisée sur l'environnement Microsoft. Ils recherchent actuellement un Data Engineer en CDI pour rejoindre leur équipe dans leurs locaux à Lyon.
La base 
Contrat : CDI chez le client final
Activité : Agence spécialisée Data
Localisation : Lyon centre
Taille de l'entreprise : 70 personnes
Équipe Tech : 6 personnes
La stack 
C#
.Net
Microsoft Azure
Biztalk
SQL Server
Les missions 
Participer au développement et à la conception des solutions d'intégration de données
Participer à la migration de biztalk vers Microsoft Azure
Optimiser la stack existante d'une manière générale
Penser l'architecture de la solution (scalabilité, maintenances futures, flux d'échanges de données, problématiques de stockages à venir, etc.)","Votre profil ‍ ️
Formation : peu importe, seules vos compétences feront la différence
XP : minimum 1 an d'expérience en migration de données
Connaissances : C# et Microsoft Azure
Petits plus : maîtrise de l'anglais professionnel
Le package
Télétravail jusqu'à 3 jours
Une équipe accueillante qui vous fera évoluer
Matérielle (PC, Smartphone), Swile, Transports
Locaux récents dans le centre de Lyon
Rémunération entre 36K et 45K + variable",Aucune langue attendue,,,
SCALIAN,"1 
 CDI",Rennes - 35,Publiée le 31/01/2024,Actualisée le 31/01/2024,38 - 42 k€ brut annuel,Dès que possible,Minimum 1 an,Business manager,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"CDI (statut cadre) à Rennes (35) / Télétravail partiel
Min. 3 ans d'expérience en analyse de données.
Rémunération selon votre expérience et vos compétences : 38 à 42K€ bruts annuels (hors avantages Scalian). 
  Qui êtes-vous ?
Vous recherchez un nouveau challenge en tant qu'ingénieur Data DEP à Rennes ?
Vous voulez rejoindre une entreprise spécialisée dans le domaine de la santé et de l'éducation ?
Au-delà d'un poste, vous êtes attentif(ve) à la qualité de vie au travail et souhaitez rejoindre une entreprise qui place l'humain au cœur de son projet ?
On vous attend chez Scalian !

Quel sera votre rôle ?
Nous accompagnons notre client, acteur majeur du numérique dans le secteur de la santé et de l'éducation sur ses projets, et recrutons un/une Consultant Data DEP (Data Execution Prevention) F/H à Rennes.
Vous rejoignez le pôle Data, Gestion et Pilotage au sein de la Direction des Opérations, et accompagnez les clients dans l’exploitation de leurs datas. Au quotidien, vos missions seront les suivantes :
Assurer des activités de prestations et services (formations standards ou personnalisées, assistance, conseil au niveau technique comme fonctionnel) ;
Développer la réalisation de requêtes et tableaux de bords ;
Réaliser des prestations de conseil (analyse des données, assistance à la validation, qualité et complétude des données) ;
Participer à tout ou partie du cycle de vie d’un projet de déploiement (installation, formation technique et fonctionnelle, assistance) ;
Répondre au support client ;
Collaborer au suivi des progiciels décisionnels (réception, qualification, packaging et livraison) ;
Participer à l’infogérance des établissements (installation des versions, mise en œuvre de l’exploitation des interfaces d’alimentation de la base décisionnelle).
 Environnement technique : SAP BI, systèmes Linux, Oracle et SQL","Ce que nous recherchons chez vous
De formation Bac +4 à Bac +5, vous justifiez d’une expérience d'au moins 3 ans en analyse de données ;
Vous disposez d’excellentes capacités analytiques et de synthèse.
Vous avez le sens du service, la volonté de progresser, et faites preuve d'engagement dans la réussite des projets.
Ce que cette expérience va vous apporter
Vous bénéficierez dès votre arrivée de notre programme d'onboarding : Prise en main des outils et de l'environnement Scalian et client, Welcome Meeting, points réguliers (parcours d'intégration et suivi avec votre Business Manager dédié)...
Vous aurez l'opportunité de continuer à développer vos compétences en intervenant sur des projets variés, au sein d'une équipe de passionnés dans des PME et des grands groupes internationaux. 
Vous bénéficierez grâce à Scalian d’un accompagnement et d’un plan de formation personnalisés
Selon le mode de fonctionnement de notre client, vous aurez la possibilité de réaliser une partie de votre mission en télétravail (1 à 3 jours par semaine)
Au sein de notre agence rennaise, vous pourrez vous appuyer sur une communauté dynamique et engagée, et prendre part à de nombreux rendez-vous : réunions mensuelles, présentation des projets de l’agence, hackathons (internes et externes)
Et bien sûr, vous pourrez vous impliquer au sein de l’agence en partageant vos idées !

Quelles seront les prochaines étapes ?
Je suis Maud, Talent Acquisition Officer chez Scalian. Si votre CV est retenu, je vous contacte pour un premier échange téléphonique de 15 à 20 minutes. Nous déterminons ensemble si ce poste est en adéquation avec vos compétences et surtout, avec vos attentes.
L'échange est positif ? Nous convenons d'un entretien de 1h (en présentiel ou en visio) avec Mehdi NAILI, Business Manager. Cet échange permet de revenir en détail sur vos compétences, vos attentes, de vous présenter le poste plus en détail, et d'évoquer d'autres opportunités.
Nous prévoyons ensuite un rendez-vous technique de 1h (en présentiel ou en visio) avec un collaborateur Scalian, ou directement avec le client, afin de valider l'adéquation de vos compétences avec le poste. 
Enfin, nous vous présentons notre proposition d'embauche.
Notre processus de recrutement dure entre 15 et 30 jours",Anglais,,,
NTICO,"1 
 CDI",Villeneuve-d'Ascq - 59,Publiée le 17/01/2024,Actualisée le 05/02/2024,A négocier,Dès que possible,Minimum 3 ans,Data engineer,Cadre du secteur privé,Régionale,GESTION D'INSTALLATIONS INFORMATIQUES,Partiel possible,"TA MISSION : 
* Tu intègres une communauté Data, en tant que Data Engineer ou Data Analyst.
* Tu conçois et modélises les données et identifies les sources et flux à réaliser.
* Tu es en lien permanent avec les équipes métiers et IT.
* Tu formes et transmets ton savoir.
* Tu es garant·e de la qualité des livraisons.
 TES COMPÉTENCES : 
Talend, ODI, Stambia, Kafka, Systèmes distribués (Elastic Search, Mango DB), Tableau, BO, PowerBi, D3JS, API, Bases SQL et NoSQL, GCP, AWS
  ","TON PROFIL : 
Tu es expert·e de la data et tu sais traduire le besoin métier à travers la data (KPI, Dashboard).
La manipulation et le traitement des données est une seconde nature.
Tu as le sens du service et tu apportes des solutions innovantes.
Tu aimes transmettre et partager ton savoir.
Tu justifies impérativement d'au moins 3 ans d'expérience et tu as développé·e une autonomie sur ton domaine de compétence.
Tu souhaites diversifier tes compétences pour être toujours à la pointe des cas d'usages métiers et des nouvelles technologies Data. 
 NOS AVANTAGES : 
Pourquoi nous rejoindre ?
Développement Continu : Chez Ntico, tu montes en compétences grâce à nos (six) communautés d'experts et nos formations !
Management de proximité : On t'écoute, on te valorise et on t'accompagne dans ton projet pro, en toute transparence !
Moments conviviaux : Sport, culture, DIY, insolite... Tu peux participer à nos événements tous les mois, et en proposer ! On n'est jamais à court d'idées pour des animations uniques ! 
 Ntico, c'est un cadre de travail bienveillant, un environnement dynamique où l'épanouissement personnel est aussi important que le succès collectif ! 
Postule dès maintenant et prépare-toi à vivre une expérience humaine unique ! 
 De notre côté, on te contacte dans les 72h suivant ta candidature et on te propose un processus de recrutement rapide. 
 Ntico s'engage activement en faveur de l'inclusion professionnelle des personnes en situation de handicap, tout en promouvant la mixité, la diversité et l'égalité au sein de son effectif. 
    ",Aucune langue attendue,,,
MICHAEL PAGE INTERNATIONAL FRANCE,"1 
 CDI",Amiens - 80,Publiée le 23/01/2024,Actualisée le 23/01/2024,35 - 37 k€ brut annuel,Dès que possible,Aucune expérience exigée,Data scientist,Cadre du secteur privé,Pas de déplacement,AUTRES COMMERCES DE DÉTAIL SPÉCIALISÉS DIVERS,,"Vos missions sont :
Comprendre et interpréter les enjeux marketing (ciblage/segmentation dans le cadre de campagnes, technique d'acquisition et de fidélisation...) ;
Traiter, analyser, modéliser et interpréter les données qui sont à disposition ;
Piloter et rendre les données exploitables ;
Construire et mettre en place des algorithmes, développer les possibilités offertes par le machine learning.","Notre client attend :
Un socle solide en mathématiques et plus particulièrement les statistiques ;
Bonnes connaissances en codage et capacité à naviguer dans les bases de données, aujourd'hui SQL ;
Appétence pour l'analyse, orienté solutions et capacité à les modéliser.


Issu d'une formation Bac +5 minimum de type université, école d'Ingénieurs ou de commerce avec une spécialisation en informatique, en statistiques, en marketing ou en big data, vous avez pu mettre en pratique vos acquis sur des projets en relation avec le commerce et le client.

Doté d'un esprit d'analyse qui te permet de comprendre les problématiques business de l'entreprise.",Aucune langue attendue,,,
Altelios Technology Group,"1 
 CDI",Issy-les-Moulineaux - 92,Publiée le 09/01/2024,Actualisée le 09/01/2024,50 - 55 k€ brut annuel,Dès que possible,Minimum 7 ans,Architecte Big Data,Cadre du secteur privé,Pas de déplacement,AUTRES ACTIVITÉS INFORMATIQUES,,"Pour accompagner notre client, nous recrutons un Data Architect. 
Cette prestation permettra à un consultant motivé de s’inscrire dans la durée sur un ou plusieurs projets d’implémentations globaux où lui seront demander de :
Travailler avec l'équipe de données sur la conception et la mise à jour de la plate-forme de données. 
Réaliser la feuille de route technique et documentation.
Participer au déploiement stratégique de la plateforme de données dans les pays.
Soutenir les équipes techniques locales dans la conception de l'architecture d'intégration.
Travailler en étroite collaboration avec le responsable de la plateforme de données et les équipes d'ingénierie des données.","Pour ce poste, un minimum de 10 ans d'expériences est exigé avec une compréhension progressivement démontrée des processus, des artefacts et des outils de coordination, de calendrier et d'organisation.
Les connaissances techniques requises sont : 
Très bonne connaissance des technologies de données AWS et Azure. 
Intégration et conception fonctionnelle requises. 
Modélisation de l'architecture des données également requise.",Anglais,,,
Talents IT,"1 
 CDI",Gennevilliers - 92,Publiée le 04/02/2024,Actualisée le 04/02/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 2 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,TRAVAUX D'INSTALLATION D'ÉQUIPEMENTS THERMIQUES ET DE CLIMATISATION,Partiel possible,"Talents IT cabinet de recrutement national spécialisé dans les
métiers de l'IT et du Digital proche de ses clients et candidats
est résolument tourné vers l'humain. Nos consultants vous
conseillent et vous accompagnent dans votre évolution de carrière.

Nous recrutons un(e) Data Manager (F/H) en CDI, dans la région
Parisienne.

Construire la feuille de route autour du Data Management, les normes
et les best practices, et porter leurs déploiements au sein du Groupe
en collaboration avec l'ensemble des parties prenantes ;

Mettre à disposition les outils nécessaires au service du Data
Management et la Gouvernance des données ;

Assurer la qualité, l'accessibilité, la traçabilité, l'usage de la
data et la capitalisation du savoir (règles, procédures) en
coordination avec les équipes métiers et IT ;

Assurer que les décisions en matière de gouvernance des données
sont en cohérence avec l'architecture fonctionnelle et l'urbanisation
data, ainsi que des règles de sécurité du SI ;

Gérer les données (collecte, viabilité, fiabilité...) et des bases
de données (SGBD) ;

Analyser et vulgariser les résultats pour restituer les résultats
aux non-spécialistes de la data ;

Superviser la bonne application des principes de la RGPD.","De formation Bac+5 (ou équivalent) en Informatique, Statistiques ou
Mathématiques. , vous justifiez d'une expérience professionnelle
d'au moins 4 ans dans le management de la donnée pour des ETI.

Vous avez déjà exercé à un poste similaire, vous avez une certaine
autonomie, êtes force de proposition, venez apporter vos compétences
dans la transformation digitale du Groupe.

C'est une création de poste, nous recherchons un candidat qui
souhaite évoluer et monter en compétence avec les projets de
modernisation de la politique data.",Anglais,,,
MARGO CONSEIL,"1 
 CDI",Paris 08 - 75,Publiée le 02/01/2024,Actualisée le 07/02/2024,A partir de 45 k€ brut annuel,Dès que possible,Tous niveaux d'expérience acceptés,Data engineer,Cadre du secteur privé,Régionale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Partiel possible,"DATA ENGINEER  - H/F
 PARIS - CDI - ASAP
 REJOINDRE MARGO 
Vous êtes les meilleurs, alors pourquoi ne pas le rester ? Chez MARGO, nous nous évertuons à vous donner les clés pour vous permettre de vous dépasser et d exceller dans votre métier durablement. Comment ? En ayant des missions élitistes et un développement professionnel sur-mesure. 
Et cela va encore plus loin ! Nous avons la liberté d innover, de tester mais aussi et surtout de dire non et de dire stop au cours d une mission. Ici, c est consultant first ! 
Nous sommes des experts entrepreneurs. Autrement dit, nous développons notre expertise continuellement grâce à des formations sur-mesure. Pour nos clients, nous concevons des solutions tech complexes. Et cela ne s arrête pas là ! Dès que nous percevons une opportunité de marché, nous cherchons à la développer en créant une nouvelle entité au sein du Groupe. 
Chez MARGO, nous sommes des entrepreneurs de notre propre vie et de notre carrière. Une carrière au sein de notre Groupe, c est l exigence de l excellence pour soi-même. 
A vous de choisir le meilleur pour votre carrière et votre intellect !
 CONTEXTE DE RECRUTEMENT 
Fort de plus de 18 ans de croissance ininterrompue, nous cherchons aujourd hui à accélérer notre croissance en renforçant nos équipes de consultants et en faisant d eux des experts.
Être consultant chez MARGO, c est être un maillon essentiel de la croissance du groupe. En mission chez nos clients, vous apportez votre expertise afin de leur donner un avantage concurrentiel direct. 
 BESOIN DE PROJECTION ? 
Au sein de la communauté Data Engineer vos missions seront : 
Développer en mode agile les cas d usages métier 
Mettre en place des processus de collecte, d organisation, de stockage et de modélisation des données 
Développer des traitements de transformation et de production de données
Assurer la mise en production des modèles de prédiction créés par les Data Scientists
Participer à l amélioration continue et au refactoring de code
  Voici un exemple de mission : 
Camille accompagne un grand compte dans le domaine de l industrie sur son projet de mise en
place d un nouveau datalake en Azure databricks. L objectif de cette mission est d assurer la
distribution de la donnée de manière optimisée pour créer une couche de distribution et permettre aux Data Scientists d implémenter les use cases. Camille apporte son expertise sur les technologies suivantes : Spark, Scala, Azure, Databricks.
 Nous intervenons aussi sur d autres stack technique :
Langage : Python/Scala/Java
Framework : Spark/Hadoop 
Cloud: Azure/ AWS/ GCP
Vos droits et vos devoirs en tant que consultant MARGO :
Choix des missions : dire non, dire stop .
Changement de mission tous les 2 ans pour se challenger
Formation illimitée : hard & soft skills, certifications, conférences, échange avec un expert Margo
Implication dans le rayonnement du cabinet : recruteur, coach, manager, speaker, project leader ","Aujourd hui, Margo Analytics possède 4 communautés de compétences : 
Data engineer  
Data Science/ IA 
Galaxy OPS (devOps, dataOps, cloudOps)
Architecte Big Data 
 Ainsi en rejoignant Margo Analytics vous aurez le choix des missions (#consultantfirst) sur lesquelles vous souhaitez travailler. Vous serez accompagné par les deux fondateurs ainsi que par le leader de votre communauté, dont les rôles sont de rechercher le projet qui correspondra le plus à vos attentes et de vous accompagner dans votre carrière.
 Futur manager : parcours, style de management
Vous serez suivi par un business manager. Son rôle est de vous accompagner dans votre mission et votre carrière, en challengeant ses clients pour vous trouver des missions qui vont vous faire monter en compétences. Il sera le garant de votre épanouissement professionnel chez MARGO
Rejoindre MARGO ce n est donc pas simplement pour un poste mais pour une carrière avec de vraies perspectives d évolution. 
Rejoindre MARGO, c est aussi avoir : 
Des Tickets restaurant Swile 
Des formations illimitées
100% du pass Navigo remboursé 
100% de prise en charge de la mutuelle chez notre partenaire Alan
 LA SUITE DES ÉVÉNEMENTS
 1 - Postulez en ligne ! L équipe RH étudie avec attention votre candidature et vous contacte si votre profil est en adéquation avec l un de nos postes. 
2 - Première rencontre ! Vous échangez avec un recruteur et un business manager sur votre parcours, vos aspirations professionnelles ainsi que sur Margo et les opportunités que nous proposons. 
3 - Challengez-vous dans le cadre d un entretien technique avec l un de nos experts. C est également l occasion pour vous d avoir son retour d expérience. 
4 - Dernier entretien de motivation : pour finir, vous rencontrez un membre du comité de direction de Margo pour confirmer notre fit culturel.  
Pendant tout le processus de recrutement, vous avez la possibilité de participer à des événements organisés par Margo et d échanger avec des collaborateurs afin d en apprendre plus sur nous ! 
 VOUS ÊTES UN(E) FUTUR(E) MARGO SI :
Vous êtes issu(e) d une école d ingénieur ou d un cursus universitaire équivalent niveau Bac + 5 / Master.
Vous justifiez d une expérience sur des langages orientés objet. 
Vous aimez coder et vous êtes passionné(e) d informatique. Vous êtes curieux(se) et vous vous intéressez aux dernières technologies du marché.
 ",Anglais,,,
Hays France,"1 
 CDI",Chambéry - 73,Publiée le 26/01/2024,Actualisée le 26/01/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 5 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,AUTRES TRANSPORTS ROUTIERS DE VOYAGEURS,,"Vous rejoignez l'équipe IT dans laquelle vous allez intervenir sur différents périmètres.
Directement rattaché au Responsable IT, vous intervenez dans :
Le maintien des conditions opérationnelles des outils Business Intelligence utilisés,
Le support à la bonne utilisation des outils BI par les équipes en charge du développement,
La gestion, le maintien et la documentation de multiples bases de données,
Le suivi de production et la maintenance,
L'implémentation dans le Datalayer,
La veille technologique des nouveaux outils visant à améliorer l'analyse des données.","Titulaire d'un Bac +3 minimum en Informatique, vous possédez au moins 3 ans d'expérience sur de la création de base de données. Idéalement, vous avez déjà évolué au sein d'une grande structure.

Votre esprit d'analyse, rigueur, relationnel, capacité à synthétiser et à communiquer en équipe vous permettront de vous épanouir sur ce poste. Vous êtes force de proposition ? C'est un réel plus. Enfin, vous avez un niveau opérationnel en anglais.

* Compétences techniques :
Une bonne maîtrise du langage Python (obligatoire)
La connaissance d'outils BI (Power BI, Cognos) (obligatoire)
La connaissance des solutions embarquées dans un Datalayer (obligatoire)
La maîtrise de la modélisation d'un SI décisionnel (obligatoire)
Bon niveau d'anglais à l'écrit et à l'oral (obligatoire)",Aucune langue attendue,,,
FREEBOX,"1 
 CDI",Paris 01 - 75,Publiée le 22/01/2024,Actualisée le 22/01/2024,A négocier,Dès que possible,Minimum 5 ans,Chef de produit,Cadre du secteur privé,Pas de déplacement,TÉLÉCOMMUNICATIONS FILAIRES,,"Située dans le 8e arrondissement de Paris, Freebox est la filiale R&D d'Iliad qui développe les produits triple play Free (décodeurs tv, servers et répéteurs). 

Le Data Engineer intégrera l'équipe Data Freebox. 

Pour valoriser les données nécessaires à l'amélioration et la conception des Freebox, tes missions seront les suivantes : 

Concevoir, développer, mettre en production et gérer les pipelines de streaming pour la transformation et ingestion de données dans Bigquery 
Gérer et faire évoluer l'architecture de la plateforme Data sur GCP
Automatiser en production le déploiement et l'exécution de la plateforme Data
Montrer et mettre en place des indicateurs de contrôle sur la plateforme Data 

Qui sommes-nous ? 

Depuis 20 ans, Freebox a gardé un fort esprit entrepreneurial. Nos 60 collaborateurs conçoivent, développent et industrialisent les produits utilisés par nos 7 millions de foyers d'abonnés.

Chez Freebox, la volonté de tout faire en interne permet à chaque collaborateur d'avoir un poste complet avec beaucoup d'autonomie. Avec peu de hiérarchie, chacun a une véritable valeur ajoutée dans son équipe et un impact réel sur les projets auxquels il participe. 

Entouré(e) d'experts, tu trouveras ta place chez Freebox si tu as un intérêt pour les nouvelles technologies et que tu aimes faire évoluer tes compétences techniques.

Ce que nous te proposons : 

Un environnement avec une forte culture tech et des projets à la hauteur de tes ambitions
De rejoindre une entreprise et une équipe à taille humaine 
Un environnement de travail unique au cœur de Paris
Un cadre social agréable et adapté (télétravail partiel, RTT, prise en charge des repas, etc.)
Etc. 

Ta future équipe : 

L'équipe Data est chargée d'accompagner l'innovation Freebox en imaginant et délivrant les outils et analyses autour de la donnée. 

Tes collègues : 

Un product manager
Une Data Analyst

Tu rejoindras une équipe transverse qui travaille en collaboration étroite avec les équipes produits R&D (set-top-box, gateway, Wi-Fi et applications).","Expérience :

Tu as minimum 5 ans d'expérience en tant que Data Engineer. 

Compétences : 

Maîtriser les langages/framework suivants : Java (Apache Beam en streaming) et Python (Flask)
Automatisation (Ansible, Shell Linux, Gitlab-CI, Docker)
GCP - BigQuery, Dataflow (Apache Beam en streaming), Cloud Run, Pub/Sub, Agipgateway, Memorystore (Redis)

Bonus :

Expérience sur kafka et kafka-stream

Tu trouveras ta place chez Freebox si tu :

Collabores avec toutes les parties prenantes afin d'identifier les nouveau besoins et de répondre aux retours d'expérience sur l'usage de la plateforme Data,
Es capable de comprendre l'utilisation des données et de t'informer sur les roadmaps des équipes pour identifier leurs futurs besoins.

Process de recrutement : 

Un premier call le product manager et la chargée de recrutement (~30 mins)
Une évaluation technique suivie d'un débrief sur site, avec le product manager (~1h)
Une rencontre équipe en remote (~1h maximum)",Anglais,,,
BLUE CONSULTING,"1 
 CDI",Levallois-Perret - 92,Publiée le 28/11/2023,Actualisée le 17/01/2024,50 - 60 k€ brut annuel,02/01/2024,Minimum 5 ans,Data engineer,Cadre du secteur privé,Régionale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Ponctuel autorisé,"Principales activités : 
- Recueillir les besoins métiers des différentes unités demandeuses
- Concevoir des applications transforment les données brutes en informations exploitables
- Gérer le développement et de la maintenance de ses applications
- Gérer l infrastructure de données et de déployer des applications de traitement des données
- Industrialiser et automatiser le nettoyage de la donnée selon les spécifications retenues
- Gérer le cycle de vie de la donnée conformément aux directives inscrites dans le RGPD
- Mise à jour permanente sur les technologies et langages utilisés dans le but de partager ses connaissances et aider à l avancement du projet.
Expertises :
- Langage : Python, Scala, Spark, SQL
- Bass de données : PostgreSQL, NoSQL
- Orchestration : Airflow, Luigi
- DevOps : GitLab, CI-CD, Docker, Ansible, Terraform
- Outils Cloud : GCP, Databricks
- Les plus : Dbt, Looker Studio, BigQuery, Airflow, Kafka, Dataflow, Firestore ","Savoir-être :
- Avoir le sens de l écoute et de la communication
- Être en veilles sur les nouvelles technologies
- Rigueur, précision et méthodologie
- Force de proposition
- Esprit analytique et de synthèse
- Esprit d équipe",Aucune langue attendue,,,
